id,full_name,MaleFemale,age,region,salary,commission,total_compensation,month,employee_type
N-522,Carlos Sanchez,Masculino,58,Chihuahua,23743.05,321.35,24064.399999999998,Junio,Becario
N-523,Daniela Gonzalez,Masculino,61,Ciudad de México,8466.65,5057.54,13524.189999999999,Junio,Por Hora
N-524,Alejandro Flores,Femenino,20,Ciudad de México,14176.65,5715.29,19891.94,Junio,Tiempo Completo
N-525,Javier Rodriguez,Femenino,57,Jalisco,18245.12,5396.36,23641.48,Junio,Becario
N-526,Mariana Rodriguez,Masculino,46,Jalisco,7699.24,1480.88,9180.119999999999,Junio,Por Hora
N-527,Claudia Hernandez,Femenino,34,Veracruz,16275.33,4833.5,21108.83,Junio,Becario
N-528,Carlos Ramirez,Femenino,45,Chihuahua,12741.54,6536.5,19278.04,Junio,Tiempo Completo
N-529,Claudia Hernandez,Masculino,49,Chihuahua,6911.42,4091.97,11003.39,Junio,Por Hora
N-530,Claudia Flores,Masculino,40,Chihuahua,16675.09,2471.53,19146.62,Junio,Tiempo Completo
N-531,Miguel Lopez,Femenino,33,Chihuahua,23963.77,9411.46,33375.229999999996,Junio,Becario
N-532,Daniela Martinez,Masculino,31,Tamaulipas,9890.28,182.3,10072.58,Junio,Por Hora
N-533,Mariana Sanchez,Femenino,18,Michoacán,21729.83,260.9,21990.730000000003,Junio,Por Hora
N-534,Carlos Gonzalez,Femenino,63,Michoacán,24416.7,4995.28,29411.98,Junio,Por Hora
N-535,Carlos Martinez,Femenino,40,Guerrero,20210.96,4829.44,25040.399999999998,Junio,Por Hora
N-536,Javier Perez,Masculino,42,Ciudad de México,11538.32,9559.72,21098.04,Junio,Por Hora
N-537,Alejandro Garcia,Femenino,22,Guerrero,8505.61,4061.61,12567.220000000001,Junio,Tiempo Completo
N-538,Maria Sanchez,Femenino,27,Michoacán,20999.64,3744.75,24744.39,Junio,Becario
N-539,Mariana Martinez,Femenino,45,Veracruz,16266.22,1093.4,17359.62,Junio,Becario
N-540,Claudia Garcia,Masculino,49,Jalisco,16147.75,9767.12,25914.870000000003,Junio,Tiempo Completo
N-541,Daniela Flores,Masculino,50,Guerrero,14891.17,8471.39,23362.559999999998,Junio,Tiempo Completo
N-542,Alejandro Rodriguez,Femenino,44,Jalisco,9892.74,170.68,10063.42,Junio,Becario
N-543,Mariana Rodriguez,Femenino,46,Nuevo León,19128.35,6274.68,25403.03,Junio,Becario
N-544,Miguel Gonzalez,Femenino,21,Tamaulipas,8991.85,2435.48,11427.33,Junio,Por Hora
N-545,Daniela Flores,Masculino,25,Puebla,17788.29,6944.29,24732.58,Junio,Becario
N-546,Mariana Hernandez,Femenino,62,Guerrero,21718.85,4621.47,26340.32,Junio,Tiempo Completo
N-547,Carlos Ramirez,Masculino,21,Guerrero,23019.26,4181.91,27201.17,Junio,Tiempo Completo
N-548,Maria Lopez,Femenino,54,Chihuahua,21313.29,6802.11,28115.4,Junio,Tiempo Completo
N-549,Daniela Lopez,Femenino,18,Veracruz,21893.19,5540.52,27433.71,Junio,Becario
N-550,Mariana Hernandez,Femenino,60,Guerrero,5541.12,2498.32,8039.4400000000005,Junio,Tiempo Completo
N-551,Claudia Hernandez,Masculino,39,Jalisco,19056.66,8303.49,27360.15,Junio,Tiempo Completo
N-552,Maria Hernandez,Masculino,63,Nuevo León,16647.19,1252.66,17899.85,Junio,Tiempo Completo
N-553,Sofia Sanchez,Masculino,59,Tamaulipas,21783.42,6531.02,28314.44,Junio,Tiempo Completo
N-554,Claudia Gonzalez,Masculino,22,Guerrero,6880.44,3021.41,9901.849999999999,Junio,Becario
N-555,Carlos Flores,Masculino,54,Chihuahua,19472.67,4120.31,23592.98,Junio,Por Hora
N-556,Rodrigo Rodriguez,Femenino,34,Sonora,8464.08,2484.44,10948.52,Junio,Tiempo Completo
N-557,Claudia Lopez,Masculino,42,Michoacán,12266.44,7165.74,19432.18,Junio,Tiempo Completo
N-558,Carlos Garcia,Masculino,46,Veracruz,8324.14,2501.75,10825.89,Junio,Tiempo Completo
N-559,Carlos Ramirez,Femenino,52,Chihuahua,15301.81,7516.96,22818.77,Junio,Tiempo Completo
N-560,Miguel Flores,Masculino,40,Ciudad de México,22347.6,9455.33,31802.93,Junio,Becario
N-561,Rodrigo Perez,Femenino,24,Puebla,19900.03,977.56,20877.59,Junio,Tiempo Completo
N-562,Miguel Perez,Masculino,54,Michoacán,14119.3,5479.54,19598.84,Junio,Becario
N-563,Maria Rodriguez,Femenino,46,Chihuahua,17630.9,9930.69,27561.590000000004,Junio,Por Hora
N-564,Claudia Flores,Femenino,48,Guerrero,8704.39,5854.02,14558.41,Junio,Becario
N-565,Daniela Garcia,Masculino,46,Ciudad de México,19579.94,71.73,19651.67,Junio,Tiempo Completo
N-566,Carlos Perez,Femenino,64,Jalisco,18559.81,2087.57,20647.38,Junio,Becario
N-567,Carlos Flores,Masculino,50,Chihuahua,20293.96,5267.8,25561.76,Junio,Por Hora
N-568,Carlos Lopez,Masculino,55,Tamaulipas,16547.6,7162.77,23710.37,Junio,Por Hora
N-569,Rodrigo Flores,Femenino,58,Tamaulipas,18515.16,1335.77,19850.93,Junio,Becario
N-570,Miguel Flores,Femenino,50,Veracruz,8950.38,7262.11,16212.489999999998,Junio,Por Hora
N-571,Miguel Flores,Masculino,28,Sonora,13634.72,844.21,14478.93,Junio,Becario
N-572,Daniela Gonzalez,Masculino,46,Sonora,24077.35,6266.75,30344.1,Junio,Becario
N-573,Sofia Ramirez,Femenino,31,Ciudad de México,20269.4,5513.74,25783.14,Junio,Becario
N-574,Claudia Ramirez,Femenino,49,Jalisco,22065.79,9243.31,31309.1,Junio,Por Hora
N-575,Miguel Sanchez,Femenino,57,Ciudad de México,10899.29,3598.43,14497.720000000001,Junio,Tiempo Completo
N-576,Javier Flores,Femenino,48,Tamaulipas,15278.97,2636.34,17915.309999999998,Junio,Tiempo Completo
N-577,Carlos Ramirez,Masculino,44,Puebla,19668.51,2730.09,22398.6,Junio,Por Hora
N-578,Sofia Ramirez,Masculino,34,Jalisco,14645.35,7465.12,22110.47,Junio,Tiempo Completo
N-579,Claudia Martinez,Masculino,33,Ciudad de México,11601.49,5717.53,17319.02,Junio,Becario
N-580,Maria Sanchez,Masculino,31,Chihuahua,19659.36,1972.46,21631.82,Junio,Por Hora
N-581,Daniela Hernandez,Femenino,53,Sonora,16320.98,5924.27,22245.25,Junio,Tiempo Completo
N-582,Daniela Rodriguez,Masculino,21,Sonora,7852.47,5897.84,13750.310000000001,Junio,Por Hora
N-583,Daniela Hernandez,Femenino,26,Veracruz,10261.42,3835.21,14096.630000000001,Junio,Por Hora
N-584,Carlos Martinez,Femenino,19,Chihuahua,11088.43,8780.58,19869.010000000002,Junio,Tiempo Completo
N-585,Sofia Perez,Femenino,31,Chihuahua,24027.16,7881.38,31908.54,Junio,Tiempo Completo
N-586,Carlos Gonzalez,Masculino,32,Nuevo León,15930.96,2248.09,18179.05,Junio,Tiempo Completo
N-587,Miguel Martinez,Masculino,18,Puebla,7333.42,7293.86,14627.279999999999,Junio,Tiempo Completo
N-588,Claudia Gonzalez,Masculino,22,Guerrero,7281.69,1041.72,8323.41,Junio,Tiempo Completo
N-589,Maria Rodriguez,Femenino,55,Michoacán,17948.84,5656.7,23605.54,Junio,Tiempo Completo
N-590,Claudia Ramirez,Femenino,58,Jalisco,10761.55,8205.8,18967.35,Junio,Por Hora
N-591,Alejandro Gonzalez,Femenino,42,Chihuahua,13605.27,6875.81,20481.08,Junio,Tiempo Completo
N-592,Daniela Flores,Masculino,29,Michoacán,17390.85,9453.2,26844.05,Junio,Por Hora
N-593,Daniela Garcia,Masculino,25,Michoacán,16911.42,1599.33,18510.75,Junio,Por Hora
N-594,Sofia Garcia,Masculino,42,Ciudad de México,8692.67,2457.64,11150.31,Junio,Por Hora
N-595,Sofia Garcia,Femenino,34,Tamaulipas,16331.35,9926.25,26257.6,Junio,Tiempo Completo
N-596,Claudia Gonzalez,Masculino,62,Michoacán,11581.56,6538.95,18120.51,Junio,Por Hora
N-597,Sofia Ramirez,Femenino,58,Veracruz,23756.97,4476.13,28233.100000000002,Junio,Becario
N-598,Sofia Ramirez,Masculino,54,Nuevo León,14737.26,4010.52,18747.78,Junio,Por Hora
N-599,Daniela Rodriguez,Masculino,39,Michoacán,17691.93,4513.22,22205.15,Junio,Tiempo Completo
N-600,Javier Perez,Masculino,55,Nuevo León,9357.53,473.94,9831.470000000001,Junio,Becario
N-601,Rodrigo Lopez,Femenino,27,Guerrero,20599.01,7659.77,28258.78,Julio,Por Hora
N-602,Alejandro Rodriguez,Femenino,47,Tamaulipas,7434.84,8463.75,15898.59,Julio,Becario
N-603,Rodrigo Garcia,Femenino,40,Nuevo León,15859.39,1253.69,17113.079999999998,Julio,Por Hora
N-604,Carlos Flores,Femenino,46,Michoacán,10738.64,4816.25,15554.89,Julio,Tiempo Completo
N-605,Javier Ramirez,Masculino,19,Jalisco,6557.97,7304.51,13862.48,Julio,Becario
N-606,Carlos Gonzalez,Femenino,31,Guerrero,16209.71,4913.21,21122.92,Julio,Tiempo Completo
N-607,Daniela Perez,Femenino,19,Ciudad de México,17070.76,1606.25,18677.01,Julio,Por Hora
N-608,Carlos Sanchez,Masculino,42,Michoacán,16533.35,5242.45,21775.8,Julio,Por Hora
N-609,Alejandro Perez,Masculino,54,Nuevo León,7266.4,7099.39,14365.79,Julio,Por Hora
N-610,Javier Lopez,Femenino,49,Veracruz,23233.78,2837.79,26071.57,Julio,Tiempo Completo
N-611,Rodrigo Gonzalez,Femenino,30,Ciudad de México,19252.46,63.77,19316.23,Julio,Becario
N-612,Daniela Lopez,Masculino,42,Tamaulipas,22436.97,7454.74,29891.71,Julio,Por Hora
N-613,Sofia Gonzalez,Masculino,53,Puebla,16073.61,3748.48,19822.09,Julio,Por Hora
N-614,Daniela Sanchez,Femenino,30,Nuevo León,12776.49,9674.82,22451.309999999998,Julio,Por Hora
N-615,Alejandro Perez,Masculino,56,Veracruz,10304.43,2035.29,12339.720000000001,Julio,Becario
N-616,Maria Hernandez,Femenino,43,Michoacán,8303.28,2324.17,10627.45,Julio,Por Hora
N-617,Carlos Hernandez,Femenino,60,Chihuahua,17943.68,6717.16,24660.84,Julio,Tiempo Completo
N-618,Mariana Rodriguez,Masculino,59,Puebla,5606.47,8198.24,13804.71,Julio,Tiempo Completo
N-619,Mariana Rodriguez,Masculino,57,Tamaulipas,17651.76,3798.53,21450.289999999997,Julio,Tiempo Completo
N-620,Mariana Flores,Masculino,22,Puebla,7456.0,2213.15,9669.15,Julio,Becario
N-621,Sofia Lopez,Masculino,41,Sonora,19636.67,240.47,19877.14,Julio,Por Hora
N-622,Carlos Garcia,Femenino,54,Tamaulipas,20173.14,1624.18,21797.32,Julio,Becario
N-623,Mariana Sanchez,Masculino,47,Chihuahua,10765.57,9453.07,20218.64,Julio,Becario
N-624,Mariana Rodriguez,Femenino,56,Michoacán,23896.16,4296.63,28192.79,Julio,Por Hora
N-625,Daniela Garcia,Masculino,48,Sonora,9487.35,2740.16,12227.51,Julio,Por Hora
N-626,Sofia Perez,Masculino,52,Ciudad de México,6917.07,581.0,7498.07,Julio,Becario
N-627,Carlos Garcia,Femenino,50,Veracruz,8445.16,8956.43,17401.59,Julio,Por Hora
N-628,Javier Ramirez,Masculino,20,Veracruz,9569.03,3912.77,13481.800000000001,Julio,Por Hora
N-629,Miguel Perez,Masculino,21,Puebla,15756.03,8242.98,23999.010000000002,Julio,Becario
N-630,Javier Lopez,Masculino,59,Sonora,24916.53,18.47,24935.0,Julio,Por Hora
N-631,Sofia Rodriguez,Masculino,57,Nuevo León,11694.7,5089.23,16783.93,Julio,Tiempo Completo
N-632,Javier Hernandez,Masculino,48,Tamaulipas,9070.54,781.32,9851.86,Julio,Por Hora
N-633,Rodrigo Sanchez,Femenino,56,Puebla,20144.45,2480.9,22625.350000000002,Julio,Tiempo Completo
N-634,Mariana Rodriguez,Masculino,65,Puebla,8039.05,2342.39,10381.44,Julio,Por Hora
N-635,Sofia Martinez,Femenino,39,Jalisco,21636.78,1294.01,22930.789999999997,Julio,Tiempo Completo
N-636,Claudia Flores,Femenino,37,Tamaulipas,21478.49,5455.03,26933.52,Julio,Tiempo Completo
N-637,Javier Perez,Femenino,26,Michoacán,14732.5,8260.29,22992.79,Julio,Por Hora
N-638,Rodrigo Hernandez,Femenino,39,Guerrero,5193.16,9992.43,15185.59,Julio,Por Hora
N-639,Maria Flores,Femenino,50,Tamaulipas,20221.37,6275.98,26497.35,Julio,Tiempo Completo
N-640,Maria Perez,Masculino,61,Chihuahua,7836.53,6699.43,14535.96,Julio,Por Hora
N-641,Rodrigo Garcia,Masculino,32,Veracruz,6299.58,1081.66,7381.24,Julio,Becario
N-642,Claudia Gonzalez,Masculino,40,Jalisco,24358.47,305.65,24664.120000000003,Julio,Por Hora
N-643,Alejandro Sanchez,Femenino,49,Guerrero,19776.19,317.37,20093.559999999998,Julio,Tiempo Completo
N-644,Carlos Perez,Femenino,24,Michoacán,21934.66,9611.36,31546.02,Julio,Becario
N-645,Claudia Lopez,Femenino,61,Guerrero,22902.47,4688.4,27590.870000000003,Julio,Becario
N-646,Daniela Martinez,Masculino,40,Nuevo León,8353.83,7994.17,16348.0,Julio,Tiempo Completo
N-647,Alejandro Hernandez,Masculino,35,Puebla,18448.12,7426.96,25875.079999999998,Julio,Tiempo Completo
N-648,Miguel Garcia,Masculino,19,Nuevo León,10648.74,911.92,11560.66,Julio,Becario
N-649,Rodrigo Lopez,Masculino,25,Guerrero,6720.78,5636.75,12357.529999999999,Julio,Tiempo Completo
N-650,Maria Rodriguez,Femenino,34,Guerrero,6382.89,1040.72,7423.610000000001,Julio,Becario
N-651,Miguel Hernandez,Masculino,52,Puebla,17878.29,803.25,18681.54,Julio,Becario
N-652,Rodrigo Hernandez,Masculino,64,Ciudad de México,19124.54,2529.66,21654.2,Julio,Becario
N-653,Javier Hernandez,Masculino,35,Tamaulipas,17987.27,2437.42,20424.690000000002,Julio,Becario
N-654,Claudia Lopez,Masculino,26,Nuevo León,22993.2,3953.72,26946.920000000002,Julio,Becario
N-655,Miguel Flores,Masculino,21,Tamaulipas,24314.83,714.37,25029.2,Julio,Tiempo Completo
N-656,Sofia Sanchez,Masculino,65,Jalisco,22799.86,6454.49,29254.35,Julio,Por Hora
N-657,Miguel Gonzalez,Femenino,35,Nuevo León,21204.5,6670.68,27875.18,Julio,Becario
N-658,Miguel Rodriguez,Masculino,27,Veracruz,9504.83,906.51,10411.34,Julio,Por Hora
N-659,Maria Martinez,Masculino,45,Puebla,13206.52,4465.41,17671.93,Julio,Becario
N-660,Maria Martinez,Femenino,55,Puebla,22719.57,4122.95,26842.52,Julio,Tiempo Completo
N-661,Claudia Garcia,Femenino,60,Sonora,9889.51,6491.38,16380.89,Julio,Becario
N-662,Maria Sanchez,Femenino,19,Jalisco,12591.14,1158.43,13749.57,Julio,Becario
N-663,Carlos Martinez,Masculino,23,Ciudad de México,17607.29,1924.26,19531.55,Julio,Tiempo Completo
N-664,Claudia Flores,Femenino,40,Sonora,22027.2,1128.18,23155.38,Julio,Becario
N-665,Daniela Garcia,Masculino,56,Tamaulipas,6932.31,5591.38,12523.69,Julio,Tiempo Completo
N-666,Maria Martinez,Masculino,28,Tamaulipas,22622.84,1382.77,24005.61,Julio,Tiempo Completo
N-667,Mariana Hernandez,Femenino,40,Chihuahua,23049.08,3007.77,26056.850000000002,Julio,Becario
N-668,Javier Gonzalez,Femenino,32,Guerrero,14702.54,4776.16,19478.7,Julio,Por Hora
N-669,Maria Gonzalez,Masculino,50,Chihuahua,11083.9,366.65,11450.55,Julio,Tiempo Completo
N-670,Javier Perez,Masculino,57,Jalisco,9429.37,3027.86,12457.230000000001,Julio,Tiempo Completo
N-671,Sofia Lopez,Masculino,22,Sonora,13488.06,4167.88,17655.94,Julio,Becario
N-672,Daniela Garcia,Femenino,38,Ciudad de México,16332.0,1062.85,17394.85,Julio,Por Hora
N-673,Mariana Flores,Masculino,62,Chihuahua,24870.83,2925.34,27796.170000000002,Julio,Tiempo Completo
N-674,Maria Garcia,Masculino,32,Veracruz,21569.86,5546.45,27116.31,Julio,Tiempo Completo
N-675,Javier Lopez,Masculino,54,Tamaulipas,22400.91,6403.96,28804.87,Julio,Por Hora
N-676,Sofia Rodriguez,Masculino,38,Jalisco,12392.41,194.8,12587.21,Julio,Becario
N-677,Alejandro Rodriguez,Femenino,35,Sonora,5272.85,4428.88,9701.73,Julio,Becario
N-678,Daniela Rodriguez,Femenino,50,Ciudad de México,13785.23,7828.31,21613.54,Julio,Becario
N-679,Rodrigo Flores,Masculino,63,Puebla,8179.16,5495.61,13674.77,Julio,Por Hora
N-680,Claudia Garcia,Femenino,33,Jalisco,22020.28,5916.3,27936.579999999998,Julio,Por Hora
N-681,Alejandro Sanchez,Masculino,62,Sonora,21425.79,8039.79,29465.58,Julio,Por Hora
N-682,Maria Gonzalez,Femenino,33,Michoacán,23756.86,6463.04,30219.9,Julio,Por Hora
N-683,Javier Lopez,Masculino,40,Tamaulipas,14043.77,2951.23,16995.0,Julio,Por Hora
N-684,Daniela Hernandez,Masculino,24,Chihuahua,7202.22,5878.77,13080.990000000002,Julio,Becario
N-685,Rodrigo Lopez,Masculino,20,Michoacán,15133.22,1286.0,16419.22,Julio,Por Hora
N-686,Daniela Garcia,Femenino,21,Puebla,7237.11,7711.85,14948.96,Julio,Becario
N-687,Sofia Martinez,Masculino,58,Sonora,20771.88,8757.46,29529.34,Julio,Por Hora
N-688,Alejandro Gonzalez,Masculino,35,Tamaulipas,17825.85,4887.09,22712.94,Julio,Tiempo Completo
N-689,Rodrigo Hernandez,Femenino,30,Chihuahua,11066.22,233.91,11300.13,Julio,Becario
N-690,Mariana Flores,Masculino,46,Ciudad de México,10192.3,630.48,10822.779999999999,Julio,Becario
N-691,Mariana Perez,Femenino,59,Veracruz,6946.08,9065.21,16011.289999999999,Julio,Tiempo Completo
N-692,Daniela Garcia,Femenino,30,Jalisco,16274.43,9956.47,26230.9,Julio,Tiempo Completo
N-693,Claudia Garcia,Femenino,42,Veracruz,14347.39,5098.41,19445.8,Julio,Tiempo Completo
N-694,Javier Hernandez,Masculino,56,Ciudad de México,14487.87,8936.65,23424.52,Julio,Por Hora
N-695,Maria Lopez,Masculino,38,Nuevo León,15736.69,9698.51,25435.2,Julio,Tiempo Completo
N-696,Rodrigo Hernandez,Femenino,23,Nuevo León,5103.16,4819.31,9922.470000000001,Julio,Tiempo Completo
N-697,Carlos Flores,Masculino,64,Tamaulipas,17934.39,6502.98,24437.37,Julio,Por Hora
N-698,Rodrigo Martinez,Femenino,59,Nuevo León,13898.37,2080.98,15979.35,Julio,Tiempo Completo
N-699,Maria Martinez,Femenino,45,Jalisco,6095.04,5432.64,11527.68,Julio,Por Hora
N-700,Claudia Rodriguez,Femenino,64,Michoacán,5772.94,8715.7,14488.64,Julio,Por Hora
N-701,Mariana Martinez,Femenino,20,Ciudad de México,23879.93,1941.82,25821.75,Agosto,Tiempo Completo
N-702,Mariana Garcia,Femenino,56,Puebla,12541.87,8979.37,21521.24,Agosto,Tiempo Completo
N-703,Maria Hernandez,Masculino,58,Tamaulipas,6768.23,1578.97,8347.199999999999,Agosto,Becario
N-704,Claudia Ramirez,Masculino,23,Guerrero,7148.93,3815.44,10964.37,Agosto,Tiempo Completo
N-705,Mariana Lopez,Femenino,33,Sonora,8460.07,5295.44,13755.509999999998,Agosto,Becario
N-706,Daniela Garcia,Masculino,54,Nuevo León,23961.63,2941.99,26903.620000000003,Agosto,Tiempo Completo
N-707,Rodrigo Rodriguez,Masculino,44,Michoacán,9883.5,4433.49,14316.99,Agosto,Becario
N-708,Sofia Lopez,Femenino,41,Nuevo León,11799.42,5198.48,16997.9,Agosto,Tiempo Completo
N-709,Daniela Gonzalez,Femenino,62,Tamaulipas,22169.4,7121.74,29291.14,Agosto,Tiempo Completo
N-710,Maria Garcia,Masculino,61,Guerrero,5143.61,2577.56,7721.17,Agosto,Por Hora
N-711,Sofia Gonzalez,Femenino,44,Ciudad de México,5745.59,9056.61,14802.2,Agosto,Becario
N-712,Rodrigo Rodriguez,Masculino,40,Michoacán,11393.22,3989.99,15383.21,Agosto,Tiempo Completo
N-713,Daniela Perez,Femenino,38,Puebla,21057.35,9804.22,30861.57,Agosto,Por Hora
N-714,Miguel Gonzalez,Femenino,29,Michoacán,11712.82,8046.91,19759.73,Agosto,Por Hora
N-715,Mariana Garcia,Femenino,24,Sonora,5514.99,1848.29,7363.28,Agosto,Becario
N-716,Rodrigo Garcia,Masculino,38,Chihuahua,9154.24,1566.1,10720.34,Agosto,Tiempo Completo
N-717,Alejandro Hernandez,Masculino,32,Jalisco,18923.24,7105.96,26029.2,Agosto,Tiempo Completo
N-718,Miguel Martinez,Masculino,45,Puebla,10476.65,8654.65,19131.3,Agosto,Becario
N-719,Maria Martinez,Masculino,55,Nuevo León,10339.72,2677.32,13017.039999999999,Agosto,Tiempo Completo
N-720,Sofia Lopez,Masculino,38,Veracruz,16811.21,7198.18,24009.39,Agosto,Por Hora
N-721,Carlos Sanchez,Femenino,65,Michoacán,15763.68,4254.83,20018.510000000002,Agosto,Becario
N-722,Carlos Lopez,Masculino,25,Veracruz,11153.62,6463.71,17617.33,Agosto,Por Hora
N-723,Sofia Flores,Masculino,38,Nuevo León,19922.25,4414.05,24336.3,Agosto,Por Hora
N-724,Claudia Sanchez,Masculino,49,Michoacán,16683.18,4485.19,21168.37,Agosto,Becario
N-725,Carlos Garcia,Femenino,22,Michoacán,9282.64,351.51,9634.15,Agosto,Por Hora
N-726,Rodrigo Ramirez,Femenino,61,Michoacán,8356.86,2163.04,10519.900000000001,Agosto,Por Hora
N-727,Carlos Rodriguez,Masculino,34,Puebla,8109.67,9595.21,17704.879999999997,Agosto,Por Hora
N-728,Rodrigo Lopez,Masculino,46,Sonora,6538.82,5267.76,11806.58,Agosto,Por Hora
N-729,Daniela Rodriguez,Femenino,54,Ciudad de México,9852.56,1629.2,11481.76,Agosto,Por Hora
N-730,Rodrigo Ramirez,Masculino,24,Michoacán,16263.99,206.09,16470.079999999998,Agosto,Becario
N-731,Alejandro Ramirez,Femenino,23,Tamaulipas,12267.83,7470.38,19738.21,Agosto,Por Hora
N-732,Maria Lopez,Masculino,28,Ciudad de México,19891.83,9805.68,29697.510000000002,Agosto,Becario
N-733,Daniela Lopez,Masculino,30,Puebla,24739.54,9480.15,34219.69,Agosto,Tiempo Completo
N-734,Daniela Flores,Femenino,56,Chihuahua,8685.46,9113.03,17798.489999999998,Agosto,Tiempo Completo
N-735,Claudia Garcia,Masculino,56,Michoacán,12287.06,7794.27,20081.33,Agosto,Becario
N-736,Carlos Hernandez,Femenino,35,Puebla,7923.63,2952.43,10876.06,Agosto,Por Hora
N-737,Mariana Garcia,Femenino,63,Veracruz,19501.43,2088.54,21589.97,Agosto,Por Hora
N-738,Rodrigo Flores,Masculino,39,Nuevo León,8220.97,1122.7,9343.67,Agosto,Tiempo Completo
N-739,Alejandro Rodriguez,Femenino,45,Michoacán,5086.85,6652.41,11739.26,Agosto,Tiempo Completo
N-740,Javier Sanchez,Femenino,21,Jalisco,14178.64,8243.34,22421.98,Agosto,Por Hora
N-741,Claudia Rodriguez,Femenino,22,Puebla,14234.61,4566.42,18801.03,Agosto,Becario
N-742,Mariana Sanchez,Femenino,39,Puebla,10538.78,7079.95,17618.73,Agosto,Becario
N-743,Mariana Perez,Femenino,52,Jalisco,7620.34,891.27,8511.61,Agosto,Por Hora
N-744,Alejandro Gonzalez,Masculino,48,Puebla,14150.06,8530.87,22680.93,Agosto,Por Hora
N-745,Daniela Ramirez,Masculino,31,Tamaulipas,23924.94,4973.85,28898.79,Agosto,Por Hora
N-746,Maria Rodriguez,Femenino,47,Tamaulipas,21718.42,6694.51,28412.93,Agosto,Tiempo Completo
N-747,Sofia Sanchez,Masculino,42,Nuevo León,21174.5,6603.35,27777.85,Agosto,Tiempo Completo
N-748,Rodrigo Lopez,Masculino,24,Chihuahua,9082.19,1874.35,10956.54,Agosto,Tiempo Completo
N-749,Daniela Lopez,Femenino,23,Tamaulipas,21733.0,4347.21,26080.21,Agosto,Por Hora
N-750,Rodrigo Sanchez,Femenino,55,Guerrero,18679.25,187.24,18866.49,Agosto,Becario
N-751,Carlos Gonzalez,Masculino,34,Michoacán,11837.04,6572.85,18409.89,Agosto,Tiempo Completo
N-752,Mariana Gonzalez,Masculino,48,Tamaulipas,16656.32,4160.29,20816.61,Agosto,Por Hora
N-753,Javier Hernandez,Masculino,28,Tamaulipas,13923.96,2472.29,16396.25,Agosto,Por Hora
N-754,Maria Garcia,Femenino,61,Ciudad de México,16709.17,9057.34,25766.51,Agosto,Por Hora
N-755,Mariana Hernandez,Masculino,42,Jalisco,24126.19,4287.42,28413.61,Agosto,Por Hora
N-756,Daniela Gonzalez,Femenino,44,Guerrero,23525.38,1195.64,24721.02,Agosto,Tiempo Completo
N-757,Miguel Lopez,Masculino,49,Jalisco,17181.87,5025.24,22207.11,Agosto,Por Hora
N-758,Mariana Flores,Femenino,63,Veracruz,20945.77,8736.67,29682.440000000002,Agosto,Por Hora
N-759,Miguel Martinez,Femenino,49,Jalisco,22103.34,8272.14,30375.48,Agosto,Becario
N-760,Mariana Rodriguez,Femenino,47,Michoacán,24327.22,9841.37,34168.590000000004,Agosto,Por Hora
N-761,Javier Sanchez,Femenino,32,Ciudad de México,11973.72,9364.52,21338.239999999998,Agosto,Tiempo Completo
N-762,Daniela Gonzalez,Masculino,37,Sonora,20842.68,2579.79,23422.47,Agosto,Tiempo Completo
N-763,Alejandro Ramirez,Masculino,45,Guerrero,13686.82,7127.41,20814.23,Agosto,Tiempo Completo
N-764,Alejandro Ramirez,Femenino,65,Tamaulipas,9569.32,5665.03,15234.349999999999,Agosto,Becario
N-765,Miguel Perez,Masculino,58,Guerrero,12044.11,6600.12,18644.23,Agosto,Becario
N-766,Daniela Perez,Femenino,26,Tamaulipas,11344.19,6690.55,18034.74,Agosto,Becario
N-767,Rodrigo Perez,Femenino,61,Guerrero,9407.69,658.91,10066.6,Agosto,Tiempo Completo
N-768,Miguel Gonzalez,Femenino,50,Tamaulipas,5205.94,7486.5,12692.439999999999,Agosto,Tiempo Completo
N-769,Miguel Garcia,Femenino,36,Ciudad de México,14545.2,5339.86,19885.06,Agosto,Becario
N-770,Javier Garcia,Masculino,19,Jalisco,24949.84,755.13,25704.97,Agosto,Por Hora
N-771,Miguel Ramirez,Masculino,51,Michoacán,17773.89,9403.74,27177.629999999997,Agosto,Becario
N-772,Claudia Martinez,Femenino,53,Chihuahua,15796.39,3447.97,19244.36,Agosto,Por Hora
N-773,Alejandro Rodriguez,Femenino,52,Jalisco,10690.27,7829.44,18519.71,Agosto,Por Hora
N-774,Rodrigo Lopez,Femenino,25,Jalisco,8321.17,303.87,8625.04,Agosto,Becario
N-775,Javier Garcia,Femenino,30,Michoacán,12879.27,3528.76,16408.03,Agosto,Tiempo Completo
N-776,Alejandro Sanchez,Masculino,25,Ciudad de México,13095.21,9433.66,22528.87,Agosto,Becario
N-777,Mariana Lopez,Femenino,51,Chihuahua,11647.9,5265.94,16913.84,Agosto,Becario
N-778,Rodrigo Hernandez,Femenino,36,Nuevo León,5712.62,9511.99,15224.61,Agosto,Becario
N-779,Sofia Rodriguez,Masculino,36,Puebla,10283.95,3162.71,13446.66,Agosto,Tiempo Completo
N-780,Mariana Gonzalez,Masculino,58,Ciudad de México,5808.78,2624.05,8432.83,Agosto,Tiempo Completo
N-781,Rodrigo Martinez,Masculino,27,Ciudad de México,5301.77,2246.26,7548.030000000001,Agosto,Tiempo Completo
